client_id,id_ind,names,sex,birth_date,hometown,occupation_code,marriage,education,remit_bank,remit_branch,remit_account,transfer_bank,transfer_account,card_bank,credit_card_no,sign_ptn_card,risk_suit_seq,fatca_ind
960191551,1,羅雅雯,1,093/04/04,哥斯大黎加,4390,9,1,367,1061,5990031796343277,405,1317291968154808,980,36377587112020,Y,383,0
6496711495,3,徐傑克,1,080/04/17,馬拉威,59081,2,2,916,6518,6353531433195305,999,4602609466509574,866,4194430064384843804,N,754,9
5225888084,5,楊雅芳,1,075/05/07,尼泊爾,54236,5,3,213,9670,8254232028790214,623,5919886669216228,475,30538075460058,N,398,8
399943133,5,趙雅玲,2,048/06/25,玻利維亞,76056,5,4,584,2239,2361093838738741,188,8576320382049524,496,3563474812554830,N,205,8
4905401749,4,冉俊傑,2,063/02/28,模里西斯,86882,1,2,385,4843,7794709060236470,6,1184529911120754,307,4010279602588592,Y,970,9
9714360359,5,鄭家瑋,1,057/01/04,迦納,53802,5,5,222,1044,7801920619861556,210,4036328435111892,638,4907815989157398,N,134,1
9297311962,1,楊欣怡,1,035/04/06,喀麥隆,98777,5,2,429,6865,3884594708501621,679,7007050898546372,629,639044399728,Y,317,8
42883956,5,劉哲瑋,1,087/01/26,紐西蘭,60308,3,2,982,8295,2212313927792120,92,2212175170189653,616,503828083181,N,425,9
6311560813,3,蘇庭瑋,0,069/01/31,千里達及托貝哥,79818,4,3,618,5159,1024143390241572,578,9225086706795423,952,30517378730169,N,709,8
5975424692,4,劉佳玲,0,010/05/22,牙買加,45546,2,3,286,5727,6271434059309523,484,9390075370886510,525,349131938574509,Y,423,9
6570058095,9,李家銘,2,017/08/11,馬爾地夫,9478,5,4,468,2341,3883030044361600,24,9576287871245360,86,6583722112840575,Y,571,8
8103099445,6,譚家瑋,1,043/08/18,斐濟,51018,4,3,112,3162,3451441336930171,282,2035081065534694,61,3556170488750368,N,988,9
2605193795,2,劉雅涵,2,027/07/31,俄羅斯,50502,5,1,663,8350,2300575871771810,189,9781184342627864,533,4647733101732391,Y,601,1
4287584323,5,龐詩涵,2,092/05/23,依朗,35241,3,1,644,4087,7314636345505165,416,4930785366790193,181,4075148914545731732,N,940,1
1316417402,6,嶽佩珊,0,062/11/13,厄瓜多爾,89366,9,3,498,3937,9912920727303982,22,3981261927632285,335,4897460822105302587,N,534,0
9919842511,5,馬俊傑,0,097/08/25,克羅埃西亞,84321,2,1,514,2475,5056309960133752,951,9569445233979846,182,3523372948340703,Y,427,1
3772878165,6,蔡宇軒,0,103/01/28,開曼群島,29530,9,2,33,6572,2626184286316281,826,5782080415431101,360,4442696667591,Y,879,8
2784064280,2,何美琪,1,080/03/03,貝里斯,24119,4,5,977,6847,965907707756148,790,1603798424520903,927,180063981955875,N,677,9
7946799516,6,黃思穎,2,047/07/17,尼日,64562,3,2,502,5462,942584704097468,13,7382585158565641,895,3532566686840621,N,486,8
7708411045,3,李鈺婷,1,070/07/19,台灣,58463,3,5,78,7959,8356657054581926,197,286200908679298,353,213173831817166,N,371,8
3314826168,3,李飛,0,022/06/04,坦尚尼亞,28746,1,3,592,658,6801270503029538,348,842359053665453,965,3544634025748164,N,863,9
1745594691,4,王欣怡,1,078/02/11,巴布亞紐幾內亞,8438,1,5,500,7471,993065797984944,512,3210371011570919,865,4707076223203165,N,258,8
5862518055,1,王佳蓉,1,059/03/14,斯里蘭卡,59434,5,1,476,6941,8599802719175013,462,8527386880711735,253,6011001246438057,N,918,8
3072092903,6,段宜君,0,092/07/12,布吉納法索,71970,5,3,121,7982,7723841730453421,37,5340919526055004,615,3510069202949154,N,326,1
3015490948,1,胡建宏,1,018/05/30,宏都拉斯,79907,5,4,833,2757,9754892574659431,284,6392913445034480,529,6011863069841778,N,606,0
2837051575,6,梁雅婷,1,013/05/26,美國,11604,5,1,866,5109,9406449758604262,808,5591868845494932,301,501880333700,Y,415,1
5080471925,4,田郁婷,0,020/09/12,蘇利南,3581,5,1,33,4201,9434398519407047,28,9241606766114391,887,180023563258270,N,588,0
613834439,1,王俊傑,0,020/08/12,波希尼亞及赫塞哥維那,16117,4,3,92,1186,9535048968346472,396,9260136731989311,559,6011158906678339,Y,812,8
1779166876,1,嚴靜怡,1,024/08/23,克羅埃西亞,68262,4,2,622,7253,7801060086767534,251,5031584154379286,582,6524821274099772,Y,235,9
740735994,6,吳冠廷,1,022/09/21,捷克,89330,9,2,108,2516,1656761503347938,44,383081228140527,987,180053906869780,Y,741,8
3593714995,1,杜淑惠,2,015/09/22,阿根廷,75487,2,2,262,8074,2723746623413936,369,1052404571093702,474,370408342736664,Y,700,9
8472959397,2,王淑慧,1,057/04/02,新喀里多尼亞,49433,9,5,703,9230,8837030127835334,749,4712538078455457,124,4639886212471851,Y,915,8
6309740183,5,王龍,1,048/05/31,阿根廷,47583,9,1,810,7518,3042387254249801,69,9324761691859061,126,375957787045093,N,391,8
2690848017,2,馮佩君,1,011/12/29,布吉納法索,51732,5,2,226,5497,981478025316184,743,3350073931423661,554,3571724376566632,Y,885,1
5120764709,4,劉雅萍,0,056/08/06,蒲隆地,64071,1,4,812,3276,6493642467989967,772,8763097756453882,150,6011678769894665,N,715,1
1292169381,1,王宇軒,0,044/12/17,阿路巴,1785,5,2,717,3811,2574087961056896,195,2294249170080245,656,4032905117176333,N,753,0
8825086097,2,唐淑慧,2,090/12/05,不丹,73584,9,1,401,8029,6395634128869940,994,8096159457085898,889,2280923221765977,Y,755,8
604959632,3,楊威廷,2,072/12/03,芬蘭,11737,2,2,935,8446,1212755427464906,907,5807300340157993,734,4340347990915932,Y,992,9
157543938,9,劉家豪,1,013/05/22,盧安達,24801,3,1,186,2834,4065079779207687,878,3270404714223739,513,4085698296119283,N,988,0
4538696557,6,潘宇軒,1,103/11/26,宏都拉斯,35295,4,3,200,3804,3735830520652268,459,2337101568378076,378,4424696532560377,Y,759,0
6057459097,1,高淑慧,0,011/08/01,薩爾瓦多,51798,4,1,183,6712,8959462426928224,530,7377982367586790,548,3574857816781804,N,662,9
2494383887,6,高雅惠,2,063/08/09,索羅門群島,99448,1,1,945,3164,9592646815780680,554,7867870228572043,436,2720409035398336,Y,957,1
498186268,9,李佳蓉,0,054/05/11,比利時,72350,1,2,399,1291,1832729327376518,596,1564806313340588,278,4665907393311195993,Y,345,9
8148568046,4,張佳樺,1,028/12/27,菲律賓,69631,5,5,515,6021,7184740968612527,725,2513205556679424,638,2710400234308947,Y,371,9
9217833563,6,許冠廷,1,026/03/29,巴哈馬,2319,3,5,620,5066,6805923055004993,97,7250747412508154,363,4842935493956637423,N,282,0
9725452305,5,孫欣怡,0,019/09/19,柬埔寨,77228,9,1,887,7000,9667272527020628,870,5423088093361835,261,377283972062340,Y,437,9
7845883540,4,洪淑芬,0,075/09/21,塞內加爾,90780,4,4,689,5991,1674860320604810,100,1047271067784357,369,4660859257054,N,230,0
9824862912,6,吳冠霖,1,088/05/28,貝里斯,5154,4,2,905,8447,7577038184868046,507,6474735681631152,487,30078039660949,N,924,9
9012092587,4,王佩君,1,029/10/14,希臘,1824,5,3,144,7180,4307003634753303,12,3178338155273360,284,213154320542234,Y,924,1
142201650,3,蔡宗翰,1,024/03/26,宏都拉斯,43180,4,3,507,6957,4574820042736337,347,2452312884656196,47,4803452377933,N,150,8
6116847451,3,符雅雯,0,037/01/14,新加坡,13488,3,4,877,2216,1476783138280713,170,2700994635685583,39,4249797826202289,Y,166,0
3796298041,5,何哲瑋,0,088/10/04,摩洛哥,59071,1,5,262,6689,9929064299821001,310,7145409628214209,461,6528846683667758,Y,967,1
4209456345,4,周羽,0,025/08/17,獅子山,51654,4,1,577,3464,5471955992247433,82,2225639688151514,553,5582435957787693,Y,341,0
5022750419,2,劉信宏,0,109/01/26,阿拉伯聯合大公國,28370,1,4,719,9655,9334179287168586,392,3663804073672238,109,3536231718877846,Y,561,0
2390207889,2,宋雅芳,0,070/09/23,阿爾巴尼亞,28333,2,3,932,5394,3601119047477989,201,7195789638148206,136,341918292585446,N,680,9
2582770426,5,許美琪,2,081/09/07,安圭拉,73710,4,4,671,1427,4012707249290235,724,6058287294484727,381,588296985488,N,294,8
6047194804,4,王心怡,2,023/07/23,德國,456,3,3,126,1967,3113828065826745,376,3806882171936742,206,6577614534319429,N,37,1
8016176328,2,陳飛,1,100/10/15,安哥拉,17782,5,5,853,9705,2845432782883323,247,6503882913202465,929,30057871886465,N,487,9
8260287415,2,田飛,0,028/01/17,匈牙利,73312,3,4,294,2995,6154080119332538,297,6425724281728729,49,3573740177998913,Y,996,1
4551558299,2,姜淑玲,0,099/11/04,肯亞,91073,4,2,931,7571,2307352371832658,762,4060098935273241,427,213126964933689,N,813,8
1513076245,5,鄒冠宇,2,073/05/09,拉脫維亞,23657,1,5,177,2251,6566511430912862,230,9821957006247688,921,3573400745516669,Y,249,1
3374886266,2,陳怡安,2,021/12/08,丹麥,96655,1,1,191,2296,629549650486799,478,3612231428745320,572,6548931483392793,N,130,9
2642991718,9,晉冠宇,2,035/08/12,馬其頓,6127,1,4,316,1188,3847520665038676,69,4358430218338937,521,6011157966373146,Y,272,1
4181439651,1,劉琬婷,1,095/01/26,貝里斯,48082,3,1,627,8873,3918209291110299,352,5500225256422106,194,630464740418,Y,237,9
5034138266,5,馮靜宜,1,070/02/13,丹麥,73346,9,2,242,3109,4688352200815392,798,9786124352184840,174,377647204962750,Y,109,9
1385855543,5,田俊賢,2,044/05/26,匈牙利,449,5,3,646,1037,2677645501643780,929,9370812595829122,286,3562952406950721,N,976,1
1518128152,5,梁鈺婷,0,071/09/28,法屬玻里尼西亞,53313,1,4,532,4049,7737570369957218,577,6675276797643107,265,2716251255314163,Y,265,8
2578611388,6,陳雅婷,2,018/12/24,安哥拉,54113,1,2,208,7124,212143317095515,263,3991398544830473,147,36423052848456,N,469,0
7593129178,1,李傑克,0,015/04/19,紐西蘭,10842,2,5,483,8961,7727431601144182,691,8681931310263647,862,213181538142234,N,852,9
3748209554,5,王郁雯,2,093/11/09,蘇丹,30564,5,2,74,1643,9876362932600991,976,362274307601041,991,30386491921224,Y,873,8
5821674865,4,牛柏翰,2,056/12/26,玻利維亞,2061,4,4,946,1771,1760477898854818,734,3154538003847948,585,2268729551293282,N,468,0
3592092087,2,黃家瑋,2,103/05/23,納米比亞,17191,1,3,651,8881,4314549333350519,633,5992966085154922,795,3583789820924493,Y,207,0
3207210899,6,王詩涵,1,087/06/29,印尼,51330,9,1,544,1412,1028931043456518,758,7935666420716683,753,4922310565554811032,N,302,9
7311137469,9,董美玲,2,024/05/31,巴拿馬,38541,1,4,183,2223,2840948246714596,143,5839400913460533,240,3593788582309537,Y,518,0
2039904449,5,石飛,2,034/10/19,加拿大,42003,4,5,252,1579,27702413720249,159,991707028313335,377,38397869196499,N,464,0
6607321658,5,劉雅雯,0,015/06/24,坦尚尼亞,90337,5,5,298,3317,2593867292884935,320,6766465616038146,197,676352467002,N,875,8
3237339828,2,李淑芬,0,036/12/28,瑞典,82312,5,1,863,304,9192665548814061,720,4169166000574282,469,4572754453094,Y,790,1
8081473057,9,郭詩涵,0,084/07/25,巴拉圭,34250,1,4,227,6892,8239411679824788,764,8271807713280970,233,4064602086642681,Y,350,0
2600769475,5,趙雅慧,0,024/04/05,依朗,98352,2,1,250,29,9471936191644176,834,3263548285025964,986,3586556332341228,N,32,9
7439311779,5,牟雅文,0,052/10/04,孟加拉,21268,4,3,256,2954,1672072128779116,571,7555792182376689,622,3554895333445556,Y,775,1
8466444090,2,張佳穎,2,069/02/19,不丹,39709,9,2,565,9493,2470677266593328,685,870981294423882,212,4595560905600454,N,226,8
3504783173,2,王佳蓉,2,053/02/01,澳門,57713,3,5,182,7567,6482218568879661,453,885140535790653,367,6569485428563210,Y,78,1
3605868897,2,霍淑華,0,056/01/28,巴布亞紐幾內亞,47661,2,1,150,5342,5125811382661774,982,2662830034801416,766,4098038365185,Y,36,1
6832645438,9,蕭淑慧,1,096/05/25,肯亞,49434,5,4,71,1720,2238156699151070,39,923389238103359,236,060480327687,N,879,0
7997825889,3,蘇俊傑,1,086/01/11,巴西,31729,9,4,551,1979,5526583764485683,348,6519210650144146,52,630430480792,N,10,8
6172810504,9,徐中山,0,033/07/14,阿爾及利亞,45638,2,5,143,6722,3655327925653398,542,6902682389898175,107,502070214551,Y,527,1
6193098341,9,牟惠如,1,056/10/03,巴林,31653,9,2,248,9870,1235012225085391,491,5296826537862039,171,3596839940822245,N,515,8
1735815165,2,張沖,0,091/05/17,薩爾瓦多,96484,1,2,250,3110,188818770318495,271,8816111887470612,140,4986889410610988597,N,78,8
2035663076,6,謝雅筑,2,061/09/05,芬蘭,40997,2,1,8,7173,8001845689015375,159,1381211758318102,901,6595046716665238,Y,704,1
2227426416,5,王怡安,1,013/02/29,挪威,61626,4,3,744,1067,415938482250609,435,9931695920102178,808,3562906723747152,N,320,9
6294379003,4,鞠佳玲,1,060/02/10,尼泊爾,46199,2,2,591,263,4276517746851414,980,2606028893601134,631,2315530109691651,N,64,9
2441264632,5,蕭思穎,0,013/10/23,愛爾蘭,75897,3,5,929,6220,1188435100768626,688,9293464083529483,970,4300552169211,N,636,1
8160331521,3,劉靜宜,2,015/08/25,喀麥隆,87197,2,1,257,4454,8699976682343071,517,810558772574989,166,6599158530772060,N,289,9
1186217418,6,簡筱涵,1,027/11/04,亞美尼亞,98507,4,1,666,2396,5207218689861632,760,3758985624244469,167,6540558704185546,N,2,8
469978406,3,張信宏,2,099/08/25,厄利垂亞,64360,9,5,865,8242,4548441080194271,86,3451092271812206,759,370038852970872,Y,680,9
4782490373,1,柯威廷,2,016/07/07,科克群島,77451,4,2,189,2909,2553147289154574,765,7826009476558811,182,4506674436705753,Y,111,9
9797391701,6,陳惠如,1,082/07/30,阿爾及利亞,38795,5,1,691,8328,6320708231353505,714,6144349065602831,453,30011889260940,Y,181,8
4673246589,1,郭琬婷,0,014/11/29,巴西,92040,3,2,917,6077,6536619522996984,121,4650094913780408,259,3540313258974938,N,437,0
4033625308,5,趙柏翰,0,094/05/07,埃及,10030,4,2,69,3861,5990693739780665,16,5751522490676942,125,3580914260936673,N,850,8
7651456244,2,劉淑娟,2,039/05/16,聖多美及普林西比,46125,9,4,693,4751,5044211127777553,774,4721242194222191,485,4184303009873686,N,271,9
7952609063,5,趙淑慧,2,105/02/03,蘇丹,8609,3,5,708,7677,8788676027902908,834,1188977388480902,726,4536432015720523807,N,84,9
9498163765,1,孫冠霖,0,072/06/12,克羅埃西亞,64027,3,1,280,8461,7198879941858707,113,3512548302530845,975,2266008450503097,Y,712,1
7655386945,1,鮑雅慧,0,064/02/28,愛沙尼亞,90127,1,5,386,6092,3295688484035592,353,8258558607816042,544,3532866639291330,N,860,1
4003015617,6,李宜君,0,084/05/17,西班牙,38428,4,5,16,9058,9026543573839352,337,3005377815427495,61,376119762035693,N,657,0
143291590,5,彭馨儀,1,054/05/10,韓國,65058,9,5,518,3337,2468054174551540,547,8604369265132755,50,4870757126941058091,Y,483,1
4638316810,2,李詩涵,1,096/01/19,幾內亞,70048,9,4,815,8999,7221483879882573,50,3602470550905149,448,2254837688455363,N,535,0
9140212585,6,黃宇軒,1,023/02/24,美國,67552,1,4,782,3482,9022934616414753,386,6543679084249758,261,6595068661792205,N,502,1
3499246647,5,顏雅芳,1,069/10/08,紐西蘭,36461,4,5,96,767,2950744689162518,915,1931072630147097,172,346203316897902,N,502,9
6473782826,1,陳承翰,2,016/08/03,捷克,539,4,3,590,3590,454552657045326,535,2886620740423796,688,4065283077618433,N,489,9
5187039856,1,何雅琪,1,030/08/12,百慕達,92609,1,3,735,3181,6902393252451994,287,8775792173684336,918,639039702563,Y,183,0
6393518635,5,林淑玲,1,035/05/31,希臘,82378,9,5,100,5930,6721035068352518,476,4088357079430504,449,4344462673649,Y,168,0
5083921345,3,周靜宜,2,088/05/27,迦納,55060,3,4,280,5390,6184464942279850,607,143071371482196,751,6011976497463385,Y,211,8
165326149,4,羅宗翰,0,042/01/16,沙烏地阿拉伯,60797,5,1,670,6571,8199228053696036,30,245747497350612,656,4177355692497604501,Y,594,1
4883133759,5,劉怡伶,2,079/08/19,巴林,85049,3,2,912,1208,9261336398499769,102,4769402066652749,230,4098157487422,Y,783,1
3414012512,6,冼哲瑋,0,071/03/07,安哥拉,27534,2,4,47,5881,7030894702764926,387,7392899612494284,461,503867293261,Y,22,1
9348776165,5,喻怡如,1,035/04/26,哥倫比亞,1102,3,1,289,4291,6935703123000541,97,8843884743373043,771,676130000505,N,401,8
6718375129,3,王庭瑋,2,027/11/02,烏拉圭,44147,3,2,57,3216,5265909995270568,109,7033642283331283,318,630437786316,Y,538,8
1558102206,1,劉飛,0,029/12/13,烏拉圭,27996,1,2,921,4072,1934212790295561,580,114148171204082,202,30271739399849,Y,237,8
5415826871,5,黃淑娟,2,057/06/08,越南,98274,1,1,140,4649,4821594057776763,21,2418222461095880,268,3511264272785229,N,929,1
917745606,9,陳淑貞,0,086/02/10,阿曼,56956,2,5,324,470,6186007393020635,543,6824736351907285,657,4581649388171183875,Y,112,1
5285981300,5,陶佩珊,1,024/04/12,坦尚尼亞,64417,1,3,214,1341,9158453650031448,273,7465231747580853,97,3537925651984381,Y,798,9
6718977314,5,塗懿,0,023/08/20,聖露西亞,11414,1,4,222,5139,5212928689375616,515,4279178437744704,172,4627277247678,Y,689,1
8112222678,4,朱沖,1,038/03/18,維德角島,42935,1,2,155,2055,4988322555842333,661,3870692124071199,698,4173124439172058,N,513,0
8440804599,1,樊俊宏,0,026/10/29,牙買加,69119,2,2,872,9060,9362361140293387,831,6347264007865148,973,4782718163036422,N,893,9
6147016580,1,謝詩涵,1,048/07/13,百慕達,9568,9,5,97,8008,4529254967779780,362,4749366666516544,285,2707748595131539,N,720,1
2043531190,4,毛佳慧,2,087/06/25,美國,6064,3,5,706,6684,758447059499953,998,514592454465671,218,4914242051416193257,Y,680,9
5926185270,2,陳怡君,1,048/09/15,阿爾巴尼亞,19879,9,1,969,764,4844739966433286,852,7524627108479443,265,30153202945805,Y,810,0
1242990301,2,梁宜庭,2,103/03/01,墨西哥,27102,5,3,49,3362,475644716588125,506,4673791031547890,753,180009845731374,N,95,1
4950275788,4,楊佳慧,2,030/05/24,馬達加斯加,85807,5,3,390,9866,6728003184868708,433,1098388307445356,458,349828672342585,Y,132,1
623412879,4,嶽佳穎,0,051/03/28,新加坡,32343,3,5,796,5875,1310002970798505,390,4119805793171796,271,180033947083625,N,721,9
2044879433,9,蘇佳穎,2,105/08/17,烏干達,5407,1,3,169,818,345716554916256,640,9818815293754427,284,4791442742086,N,287,0
1563833907,5,徐佳玲,2,010/07/06,不丹,31016,3,5,376,9861,3222761598075945,412,2611480812111436,886,2673656387842710,Y,397,9
1178643506,2,梅瑋婷,2,054/02/18,馬來西亞,52064,4,2,751,1772,2637343648593554,458,282311501467017,442,4296572094263764871,Y,977,1
9616419102,9,鞏承翰,2,081/09/05,菲律賓,11555,5,1,518,2869,1002479247097545,168,4392486320980566,267,4519834409962949,N,751,9
7198135528,2,趙瑋婷,1,041/06/09,新加坡,50574,2,2,588,8341,6109201510937099,291,6138114987579597,54,6502545695842579,N,917,0
7624491259,3,李惠如,2,013/03/08,摩爾多瓦,92530,3,1,509,5340,6928377384010390,169,5004435315019339,408,30122509561854,N,23,1
1617561121,1,相靜怡,2,058/11/10,阿爾巴尼亞,68034,2,2,333,2387,533372702608960,471,2553390446521511,997,371875069019525,N,364,1
8435156236,3,潘雅婷,1,012/11/08,丹麥,50821,1,5,782,5752,7384944618644960,683,7868623250547481,268,2392508988219188,Y,543,8
8095269999,5,柳靜宜,2,084/03/08,斯洛伐克,79890,5,3,460,8856,7030543741894191,377,2006683680583274,536,4990713302147,N,612,1
4914077668,5,杜家銘,1,101/03/06,馬其頓,90036,9,2,613,7085,6655123532206076,816,3225867411618816,628,379373683405199,N,631,8
4672421010,2,周雅琪,1,028/02/14,馬爾地夫,28945,5,1,690,8307,2288099905656826,621,5488676769966600,619,6514388461512712,Y,911,8
8708275184,2,沈詩婷,1,105/06/19,多明尼加,33331,5,2,305,8838,9573478645734533,263,6716846183270361,592,501805245187,Y,594,0
453028715,6,曹怡婷,0,091/10/28,愛爾蘭,63247,4,5,145,3203,6225681424026100,679,3536022852152638,987,3596612939601155,N,519,9
8736194869,1,鄭俊宏,2,059/09/13,聖多美及普林西比,46823,4,3,782,8567,3419389452090707,666,8330455983220275,315,4900824108272713,N,637,9
1417832228,6,曾雅慧,0,042/01/29,馬爾地夫,3563,9,2,198,1126,9215447019226147,353,4572119460682849,859,2643882955426606,Y,744,0
157297135,6,張彥廷,1,023/05/07,依朗,29540,3,3,823,8471,4005562260576440,495,1361725764817476,328,3572348368267816,N,178,9
1818501303,3,王怡萱,2,044/10/18,約旦,96865,1,2,3,3014,1341970679257666,236,8664477545045740,113,4421601719915645,N,299,9
1035981633,6,王雅玲,2,034/07/03,查德,84054,4,2,172,7138,6263789355175023,79,5043349657000851,412,3521420307464440,Y,158,9
7601716872,1,朱庭瑋,2,073/05/04,台灣,95699,5,5,250,1047,4130322938135032,24,6295504687383511,964,30475237241540,Y,430,8
9237443819,3,方心怡,1,015/07/20,波札那,93914,4,4,88,9759,1543505196668212,365,4003278122463293,698,376760308296040,N,78,8
4170146595,2,王宇軒,1,084/06/19,聖多美及普林西比,5015,5,2,934,7300,9292771111702558,277,2089932449404939,556,374107421654931,Y,778,8
4711766294,6,孫嘉玲,1,094/04/13,不丹,55678,3,3,4,5721,6356462539503870,628,5868387494209438,92,3543491256249763,Y,863,1
9271998136,4,陳佳蓉,2,101/01/13,肯亞,36357,1,3,581,4383,5803916631982018,539,2978620540937251,800,180032400533597,Y,901,0
2171973804,9,蘆怡如,1,020/12/09,塞席爾,79393,2,5,677,6024,6953272719340561,183,8522636175981178,563,213198112998385,N,591,9
8559244920,5,楊家瑋,2,079/07/26,馬拉威,2600,4,4,785,8675,6935005257283123,517,6513054523129033,463,4586092335003,Y,667,9
2266280717,3,李雅雯,0,079/10/27,墨西哥,97351,1,4,330,6132,963359163958600,298,1747884229751516,339,6011779050537243,Y,982,1
3243954333,4,鄭雅雯,2,015/01/08,巴林,38869,3,4,405,7251,8688396032765552,56,8334466364823638,751,4258384398763572,Y,948,0
9465287548,1,賀家豪,0,031/03/22,盧安達,59242,3,4,171,2680,5492057661047544,528,4186598900329503,534,4379415994551,N,244,9
7805947454,6,陳志宏,2,062/09/05,捷克,32391,4,1,313,7517,3178141825488899,801,51175368140716,880,4663172843324671,Y,872,1
9202054456,9,瞿信宏,2,016/11/26,諾魯,78959,9,2,110,8964,1635797437107440,49,8645204790371215,963,676274423299,N,194,9
3151757686,1,崔建宏,1,034/09/13,蘇利南,87339,9,3,22,100,6608970274090820,655,9005480538165167,53,2258241577650489,Y,47,1
8198989097,2,王庭瑋,2,041/08/10,澳門,95491,2,2,223,412,2295073374935792,171,3371815157732483,265,342539833157492,N,95,0
1765330641,2,謝雅琪,2,051/02/17,南非,78205,3,2,763,9588,9307302219242438,781,3901254672374852,405,4389795894014107,N,555,1
9057216369,3,孫思穎,1,072/09/14,亞塞拜然,987,3,1,848,5978,7722813792676381,411,5684550235562971,944,4502422618885,Y,355,0
5494448437,9,林思穎,2,069/02/29,馬利,44602,3,2,582,1747,5367383492637037,84,6579702268302443,930,4844460369116863803,Y,232,8
1121662348,4,石雅芳,0,023/06/25,丹麥,8590,3,3,267,6846,7146076092602826,74,7836313827082797,717,3569740352443434,N,278,1
1464856381,2,潘龍,1,085/10/25,多明尼加,83180,2,5,492,7184,8163377049206800,666,7586715592034661,129,3536658786444978,N,678,8
2499338324,1,張冠廷,0,104/03/21,亞美尼亞,90258,5,4,852,9881,5166127549920768,929,5310755639401358,120,2242341904959634,N,378,1
3571030995,4,鄧郁雯,1,011/03/13,埃及,96791,3,3,800,5371,4659358538799500,132,4180717972274031,202,4587972584561,Y,545,0
9079540942,6,路怡婷,2,087/01/05,法屬玻里尼西亞,54942,4,1,285,2661,9782125021706660,485,8396532289323226,886,4977181577221277,N,122,1
569382139,9,張詩婷,0,072/12/13,寮國,455,4,1,742,6128,915493722455461,504,1253160662343489,22,213179255574944,Y,543,8
6604341681,2,陳怡伶,2,043/10/21,菲律賓,94268,1,1,473,3919,9391711973437610,748,4353848053772254,587,4957091999952884,Y,284,1
1484353256,6,覃雅惠,2,073/11/07,加彭,24312,3,4,453,9168,6697112698321076,590,3386256495843183,31,4426084735452928826,N,180,8
3786532774,2,祝淑玲,1,045/05/02,肯亞,62882,3,4,580,4888,1050200277603356,674,5071897534245178,296,375520035134935,N,383,9
1280887583,6,高雅芳,2,092/02/05,喬治亞,69300,3,3,848,2746,1996514045043728,364,3482376563879776,879,344603628432177,N,412,8
4138506763,5,蘆淑貞,0,092/04/28,委內瑞拉,50722,3,1,777,9397,3951015832976534,142,9074065283748399,279,6527335226438613,N,997,0
6773572638,9,秦羽,2,010/03/28,馬利,55519,9,4,318,5579,1238417754575984,313,9096724796715685,41,676319358682,Y,396,0
3871031499,9,吳志偉,2,028/09/11,喬治亞,9656,3,5,581,1508,596528906635460,928,1138717319674750,927,4702867450859755957,Y,199,1
3062459985,1,劉建宏,1,033/06/10,新喀里多尼亞,74177,2,2,71,6941,7815347242347885,363,8403193018440316,348,213106028429304,N,909,9
5226845820,6,葉郁雯,0,066/11/12,坦尚尼亞,33038,3,3,190,898,8406683941360525,328,6501603159521186,204,4802839666406,N,221,1
5414353307,6,傅龍,2,103/12/19,衣索匹亞,65627,9,4,533,3770,5305440363143393,183,6744054377017579,209,3574220528735412,N,566,8
3080176329,1,劉庭瑋,0,054/04/29,阿根廷,75951,4,4,113,1840,7841373442765991,452,2166732932703945,791,372619547182631,Y,399,9
8809930199,3,左馨儀,0,089/11/27,格瑞那達,95906,3,5,243,8777,8623931225177957,394,4233704277270908,82,4314105769799,Y,469,1
6179817549,5,王庭瑋,0,049/09/25,喬治亞,63274,4,5,834,9567,1130834627689654,981,1378764766989519,932,6536718914126229,N,856,0
5214419154,5,劉怡萱,0,027/06/11,茅利塔尼亞,93288,1,2,859,7011,1192386273119142,294,648942627238104,949,2714555869402533,N,409,8
9303649759,9,曲家瑜,1,016/07/24,聖露西亞,51708,3,2,45,7673,2329283454461906,829,3043140108822880,576,180052714447011,Y,500,0
4569831664,2,羅婷婷,0,016/11/28,中非共和國,27018,5,1,749,852,4560361349981008,716,4009737924134259,876,4234795397974028,N,293,8
831936086,4,王馨儀,0,092/04/01,聖克里斯多福及尼維斯,3515,4,5,252,8866,2029916810545808,602,5548637907763128,543,213114606343392,Y,449,0
9563043391,6,湯佳樺,1,080/09/24,新加坡,40847,3,3,870,9347,5914294310148525,54,7163162170813979,3,4816711216163,N,562,1
2135996094,2,信威廷,0,027/05/09,坦尚尼亞,96289,5,5,373,3163,792217735135446,540,8639110458859101,645,3522963278970647,N,529,8
9768702336,5,鮑俊賢,2,024/04/02,緬甸,90953,2,2,53,8980,3680917785169274,152,5055799849133880,723,38260953734874,Y,330,9
7365230672,3,王志豪,0,020/09/09,茅利塔尼亞,35485,3,2,636,398,9492779885654911,8,1437589293295475,801,213156585507380,N,676,8
5116397921,1,黃雅婷,1,078/03/12,新喀里多尼亞,23103,4,2,182,2180,6239904003173194,757,6088233848576990,292,30439201291485,N,26,9
8375453817,3,李柏翰,0,013/11/04,台灣,97339,4,4,8,5421,5076761466616797,394,1951911346234606,561,4524064307066204,N,454,9
1685176228,5,王欣怡,1,076/05/25,蘇丹,12061,2,1,439,1628,8471388253665006,294,5123214379566178,583,3579672461713357,N,841,1
1471661366,4,王志宏,2,033/01/06,越南,53440,2,2,921,7848,9683352189392631,182,92072564383147,356,584442029255,Y,748,9
